time,channel_id,center_frequency_mhz,power
1974-12-01 00:46:00,24,2.2,-99.96772025359067
1974-12-01 00:46:00,25,2.8,-100.11500854941524
1974-12-01 00:46:00,26,3.93,-99.9288022977009
1974-12-01 00:46:00,27,4.7,-100.11814790679288
1974-12-01 00:46:00,28,6.55,-100.0566294915581
1974-12-01 00:46:00,29,9.18,-100.06246034082152
1974-12-01 00:46:00,30,11.8,-99.86748532711252
1974-12-01 00:46:00,31,13.1,-99.96697100543834
1974-12-01 00:47:00,0,0.025,-100.02117338025444
1974-12-01 00:47:00,1,0.035,-99.95012805589303
1974-12-01 00:47:00,2,0.044,-100.21071923473296
1974-12-01 00:47:00,3,0.055,-100.0043133589641
1974-12-01 00:47:00,4,0.067,-99.80024858221952
1974-12-01 00:47:00,5,0.083,-99.98676534935973
1974-12-01 00:47:00,6,0.096,-99.99320868308307
1974-12-01 00:47:00,7,0.11,-99.94518716203578
1974-12-01 00:47:00,8,0.13,-99.91043947566857
1974-12-01 00:47:00,9,0.155,-100.19974666928898
1974-12-01 00:47:00,10,0.185,-100.1682326481791
1974-12-01 00:47:00,11,0.21,-99.97897087089139
1974-12-01 00:47:00,12,0.25,-100.07148765618975
1974-12-01 00:47:00,13,0.292,-99.868797473778
1974-12-01 00:47:00,14,0.36,-100.03151743898852
1974-12-01 00:47:00,15,0.425,-100.1934530735713
1974-12-01 00:47:00,16,0.475,-100.1268013916844
1974-12-01 00:47:00,17,0.6,-100.27496760196306
1974-12-01 00:47:00,18,0.737,-100.02341255372829
1974-12-01 00:47:00,19,0.87,-100.01883841272644
1974-12-01 00:47:00,20,1.03,-100.04244627097819
1974-12-01 00:47:00,21,1.27,-99.89211209609702
1974-12-01 00:47:00,22,1.45,-99.88014801634833
1974-12-01 00:47:00,23,1.85,-100.01703884233561
1974-12-01 00:47:00,24,2.2,-100.21346936674769
1974-12-01 00:47:00,25,2.8,-99.93827184195078
1974-12-01 00:47:00,26,3.93,-99.94446397714914
1974-12-01 00:47:00,27,4.7,-99.9690608429843
1974-12-01 00:47:00,28,6.55,-99.90185202506919
1974-12-01 00:47:00,29,9.18,-100.1164828096461
1974-12-01 00:47:00,30,11.8,-99.79912446138148
1974-12-01 00:47:00,31,13.1,-100.09594277531419
1974-12-01 00:48:00,0,0.025,-99.92507770727991
1974-12-01 00:48:00,1,0.035,-100.16873476944133
1974-12-01 00:48:00,2,0.044,-100.093026468727
1974-12-01 00:48:00,3,0.055,-99.84836313532746
1974-12-01 00:48:00,4,0.067,-100.02608998230008
1974-12-01 00:48:00,5,0.083,-99.91600773948672
1974-12-01 00:48:00,6,0.096,-99.97630446112808
1974-12-01 00:48:00,7,0.11,-100.01049581560002
1974-12-01 00:48:00,8,0.13,-99.86361496750673
1974-12-01 00:48:00,9,0.155,-100.0236658824652
1974-12-01 00:48:00,10,0.185,-100.17807381075635
1974-12-01 00:48:00,11,0.21,-100.08032400919517
1974-12-01 00:48:00,12,0.25,-99.94488082712984
1974-12-01 00:48:00,13,0.292,-99.96044908936375
1974-12-01 00:48:00,14,0.36,-100.15670582502355
1974-12-01 00:48:00,15,0.425,-100.07243425194082
1974-12-01 00:48:00,16,0.475,-100.05817213492023
1974-12-01 00:48:00,17,0.6,-100.03654695941142
1974-12-01 00:48:00,18,0.737,-100.13759135886015
1974-12-01 00:48:00,19,0.87,-100.06283711081194
1974-12-01 00:48:00,20,1.03,-100.07286104852595
1974-12-01 00:48:00,21,1.27,-99.9228466740238
1974-12-01 00:48:00,22,1.45,-99.91908786890097
1974-12-01 00:48:00,23,1.85,-100.01458104580888
1974-12-01 00:48:00,24,2.2,-100.03920397958707
1974-12-01 00:48:00,25,2.8,-99.98600756879608
1974-12-01 00:48:00,26,3.93,-100.08165751074556
1974-12-01 00:48:00,27,4.7,-100.11468320821675
1974-12-01 00:48:00,28,6.55,-100.09402212089257
1974-12-01 00:48:00,29,9.18,-100.06348131639714
1974-12-01 00:48:00,30,11.8,-100.11634737997923
1974-12-01 00:48:00,31,13.1,-99.98379404409371
1974-12-01 00:49:00,0,0.025,-99.92702843262163
1974-12-01 00:49:00,1,0.035,-100.15870983007983
1974-12-01 00:49:00,2,0.044,-99.99748712887839
1974-12-01 00:49:00,3,0.055,-100.02199357952664
1974-12-01 00:49:00,4,0.067,-99.96584913144632
1974-12-01 00:49:00,5,0.083,-100.00129387681037
1974-12-01 00:49:00,6,0.096,-100.14535992799317
1974-12-01 00:49:00,7,0.11,-100.12623892988572
1974-12-01 00:49:00,8,0.13,-99.9970576424415
1974-12-01 00:49:00,9,0.155,-99.89712190802545
1974-12-01 00:49:00,10,0.185,-100.2214187371043
1974-12-01 00:49:00,11,0.21,-99.96542734201984
1974-12-01 00:49:00,12,0.25,-99.88103779947123
1974-12-01 00:49:00,13,0.292,-100.01530258762062
1974-12-01 00:49:00,14,0.36,-99.94497975039735
1974-12-01 00:49:00,15,0.425,-100.07030690808978
1974-12-01 00:49:00,16,0.475,-100.01193661992768
1974-12-01 00:49:00,17,0.6,-100.16209135183081
1974-12-01 00:49:00,18,0.737,-100.23443433084189
1974-12-01 00:49:00,19,0.87,-99.90572341987748
1974-12-01 00:49:00,20,1.03,-100.09849949277245
1974-12-01 00:49:00,21,1.27,-100.04555278450034
1974-12-01 00:49:00,22,1.45,-100.13864422532701
1974-12-01 00:49:00,23,1.85,-100.1409969703084
1974-12-01 00:49:00,24,2.2,-100.01738377000946
1974-12-01 00:49:00,25,2.8,-100.07295771941357
1974-12-01 00:49:00,26,3.93,-99.96220290020052
1974-12-01 00:49:00,27,4.7,-99.95474615810204
1974-12-01 00:49:00,28,6.55,-99.96791503536754
1974-12-01 00:49:00,29,9.18,-99.97613992090716
1974-12-01 00:49:00,30,11.8,-99.84222317950682
1974-12-01 00:49:00,31,13.1,-100.10675937690449
1974-12-01 00:50:00,0,0.025,-100.0054934866203
1974-12-01 00:50:00,1,0.035,-99.88673101794804
1974-12-01 00:50:00,2,0.044,-99.8735460190662
1974-12-01 00:50:00,3,0.055,-100.14217636493446
1974-12-01 00:50:00,4,0.067,-100.03123554416558
1974-12-01 00:50:00,5,0.083,-99.86418789041328
1974-12-01 00:50:00,6,0.096,-99.94919208948009
1974-12-01 00:50:00,7,0.11,-99.98047369685202
1974-12-01 00:50:00,8,0.13,-100.02176846934347
1974-12-01 00:50:00,9,0.155,-100.03838009257078
1974-12-01 00:50:00,10,0.185,-99.97117809369097
1974-12-01 00:50:00,11,0.21,-100.02523741249844
1974-12-01 00:50:00,12,0.25,-100.00425786210444
1974-12-01 00:50:00,13,0.292,-99.9921401293885
1974-12-01 00:50:00,14,0.36,-100.06780715284935
1974-12-01 00:50:00,15,0.425,-99.94678706261186
1974-12-01 00:50:00,16,0.475,-99.70857553515846
1974-12-01 00:50:00,17,0.6,-100.1776986639326
1974-12-01 00:50:00,18,0.737,-99.96759874758101
1974-12-01 00:50:00,19,0.87,-100.07601900886189
1974-12-01 00:50:00,20,1.03,-99.94225974224807
1974-12-01 00:50:00,21,1.27,-99.99534425266721
1974-12-01 00:50:00,22,1.45,-99.92381452259575
1974-12-01 00:50:00,23,1.85,-99.88244934234912
1974-12-01 00:50:00,24,2.2,-99.98075788822318
1974-12-01 00:50:00,25,2.8,-99.88679477115858
1974-12-01 00:50:00,26,3.93,-100.23442978937886
1974-12-01 00:50:00,27,4.7,-99.8409547702084
1974-12-01 00:50:00,28,6.55,-99.96249378481076
1974-12-01 00:50:00,29,9.18,-99.89221566442548
1974-12-01 00:50:00,30,11.8,-100.12198757448415
1974-12-01 00:50:00,31,13.1,-100.08307698816053
